Title,Price,Link,Details,Extra Details,Description,Detailed Price
,,https://olx.ba/artikal/66326435?recommendation_source=homepage,Minimalan broj noćenja 1 | Pet friendly Ne | Godina izgradnje 2015+ | Sprat 2 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra Do 100 m | Blizina apoteke Do 100 m | Blizina javnog prevoza 100 do 200 m | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 48 | Check in (sat) 17 | Check out (sat) 11 | Vrsta grijanja Struja | Datum objave 05.02.2025,"Detaljni opis
Stan na dan - Apartman NIKICA, Lukavica, Istočno Sarajevo. Apartman NIKICA nalazi se u centru Lukavice (Istočno Sarajevo), udaljen je od centra Sarajeva 6 km. Aerodrom je udaljen 5 min, Baščaršija 15 min, Jahorina/Bjelašnica/Ravna planina 30 min, autobuska stanica 500 m. U krugu od 100 - 300 m nalazi se veći broj ugostiteljskih objekata, dječije igraonice, banke, apoteke, marketi, benzinske pumpe.

STAN SE SASTOJI OD:
1. Dnevni boravak sa kuhinjom. 
Dnevni boravak posjeduje garnituru za spavanje 2 odrasle osobe, TV nove generacije sa kablovskom i WiFi internetom, kuhinja posjeduje sve sto je potrebno).
2. Spavaca soba sa udobnim i prostranim krevetom.
3. Kupatilo (sve sto je potrebno za higijenu i čišćenje).
4. Hodnik (ormar za odjeću i obuću).
5. Balkon (stolice i sto za ugodan boravak).
Zgrada ima besplatan parking za goste, elektronsko otključavanje brava, interfon.
Iznajmljivanje nije predviđeno za održavanje proslava i bučnih druženja, obavezno je poštovanje kućnog reda.
Navedena cijena od 50 KM je za dvije osobe, a boravak za četiri i više noći po dogovoru.
Dnevni boravak (u dnevnim terminima) je u ponudi sa opcijom od 3:00 h = 30.00 KM i 6:00 h = 40.00 KM.
Vi nam poklonite svoje povjerenje, a mi ćemo se potruditi da opravdamo Vaš izbor.
LOKACIJA: PRVE SARAJEVSKE BRIGADE 10

066 091 854 Zokica
Prikaži više",STAN NA DAN NIKICA - ISTOCNO SARAJEVO LUKAVICA,60 KM
,,https://olx.ba/artikal/65686212?recommendation_source=homepage,Tip nekretnine Apartman | Broj soba Jednosoban (1) | Kvadratura 27 | Check in (sat) 15 | Check out (sat) 11 | Godina izgradnje 2020+ | Sprat 1 | Vrsta grijanja Ostalo | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra Do 100 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 01.01.2025,"Detaljni opis
- BESPLATAN PARKING ! ! !
- U ponudi 4 apartmana.
- DNEVNI ODMOR (3h) : 40 KM
- CIJENA NOĆENJA OD 40 do 80 KM!

Uživajte u čarobnoj atmosferi i priuštite sebi nezaboravan doživljaj u gradu na Vrbasu, za vas izdvajamo super ponudu, stan na dan u neposrednoj blizini tvrđave Kastel.

Veoma praktičan smejštaj u mirnom dijelu grada, a pozicioniran tako da brzo i pješke stižete na sve atrakcije i trgove u gradu.

Više informacija možete dobiti na telefon 063/721-777.

Apartmani Kastel su novoizgrađeni apartmani, održavani na zavidnom nivou. Udobnost boravka karakteriše potpuno nov i praktičan namještaj, kao i podno grijanje koje dodatno do izražaja dovodi kvalitetna stolarija sa vrhunskom toplotnom i zvučnom izolacijom.
- Parking
- Klima
- WI-FI...

Apartman 1 (bračni krevet KING) - cijena 40/60 KM - radni dan/vikend (ZA DVA I VIŠE NOĆENJA), 
50/70 KM - radni dan/vikend (JEDNA NOĆ)

Apartman 2 (bračni krevet KING) - cijena 40/60 KM - radni dan/vikend (ZA DVA I VIŠE NOĆENJA), 
50/70 KM- radni dan/vikend (JEDNA NOĆ)

Apartman 3 (bračni krevet KING, balkon) -
cijena 50/70 KM - radni dan/vikend (ZA DVA I VIŠE NOĆENJA)
60/80 KM - radni dan/vikend (JEDNA NOĆ)

Apartman 4 (2x samac krevet) -
cijena 40/60 KM - radni dan/vikend (ZA DVA I VIŠE NOĆENJA)
50/70 KM - radni dan/vikend (JEDNA NOĆ)
Prikaži više",Stan na dan Banja Luka - Kastel - CENTAR,40 KM
,,https://olx.ba/artikal/38020875?recommendation_source=homepage,Tip nekretnine Apartman | Broj soba Dvosoban (2) | Kvadratura 35 | Check in (sat) 14 | Check out (sat) 10 | Godina izgradnje 2020+ | Vrsta grijanja Ostalo | Minimalan broj noćenja 1 | Pet friendly Da | Sprat Prizemlje | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra Preko 1000 m | Blizina apoteke Do 100 m | Blizina javnog prevoza 200 do 300 m | Zabranjeno pušenje ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 06.05.2020,"Detaljni opis
  O NAMA Pogledajte naše recenzije na google-u. Polar apartmani Banja Luka.
Apartmani POLAR su potpuno opremljeni i moderani apartmani, smješteni u mirnom dijelu Banjaluke, u neposrednoj blizini najvećeg tržnog centra Delta Planet. Naši će gosti vrlo brzo stići do centra grada za što će im biti potrebno 10 min šetnje, a od autobuske stanice udaljeni smo svega 5 min! Apartmani su izgrađeni početkom 2020. godine površine do 40 m2, a može primiti maksimalno pet odraslih osoba. Naši će gosti u neposrednoj blizini pronaći sve što im je potrebno za nekoliko dana ugodnog boravka u apartmanima poput odlično opremljenih prodavnica, apoteka, restorana…. Apartman se sastoji od ulaznog hodnika, kuhinje, kupatila i balkona te centralnog dijela koji čini dnevni boravak. Apartman je klimatizovan i ima grijanje. Našim gostima na raspolaganju je kuhinja (frižider, šporet ploča, pribor za jelo i posuđe), kablovska televizija, besplatno korištenje brzog interneta WiFi, pomoćni sto, sofa… Čista posteljina, fen za kosu, čisti peškiri, sapun, šampon i regenerator za kosu sastavni su dio naše ponude. Velika prednost našeg apartmana je besplatno parking mjesto. Odaberite termine i javite nam se! Na sve upite odgovaramo u roku 15 min! Organizujemo rent a car prevoz vašeg dolaska i odlaska po povoljnim cijenama!       (2-4 osobe) prizemlje. 2 zasebna kreveta i sofa za 2 osobe. Cijena za dvoje KM 75.00 + KM 10.00 za svaku dodatnu osobu ( + KM 10.00 dodatnu osobu) (2-4 osobe) prizemlje. 2 zasebna kreveta i sofa za 2 osobe. Cijena za dvoje KM 75.00 + KM 10.00 za svaku dodatnu osobu ( + KM 10.00 dodatnu osobu)
Prikaži više",Stan na dan Banja Luka Polar apartmani,49 KM
,,https://olx.ba/artikal/41808546?recommendation_source=homepage,Vrsta grijanja Centralno (Plin) | Klima ✓ | Lift ✓ | Parking ✓ | Godina izgradnje 2020+ | Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 50 | Sprat 2 | Pet friendly Ne | Check in (sat) 13 | Check out (sat) 11 | Datum objave 14.02.2021,"Detaljni opis
Stan na dan - Apartman ZOKICA , Lukavica, Istočno Sarajevo. Apartman ZOKICA nalazi se u centru Lukavice (Istočno Sarajevo), udaljen je od centra Sarajeva 6 km. Aerodrom je udaljen 5 min, Baščaršija 15 min, Jahorina/Bjelašnica/Ravna planina 30 min, autobuska stanica
500 m.
U krugu od 100 - 300 m nalazi se veći broj ugostiteljskih objekata, dječije igraonice, banke,
apoteke, marketi, benzinske pumpe.
STAN SE SASTOJI OD:
1. Dnevni boravak sa kuhinjom.
Dnevni boravak posjeduje garnituru za spavanje 2 odrasle osobe, TV nove generacije sa
kablovskom i WiFi internetom, kuhinja posjeduje sve sto je potrebno).
2. Spavaca soba sa udobnim i prostranim krevetom.
3. Kupatilo (sve sto je potrebno za higijenu i čišćenje).
4. Hodnik (ormar za odjeću i obuću).
5. Balkon (stolice i sto za ugodan boravak).
Zgrada ima besplatan parking za goste, elektronsko otključavanje brava, interfon.
Iznajmljivanje nije predviđeno za održavanje proslava i bučnih druženja, obavezno je
poštovanje kućnog reda.
Navedena cijena od 60 KM je za dvije osobe, a boravak za dvije i više noći po dogovoru.
Dnevni boravak (u dnevnim terminima) je u ponudi sa opcijom od 3:00 h = 30.00 KM i
6:00 h = 40.00 KM.
ADRESA: AKADEMIKA BORISE STAROVICA 12
Vi nam poklonite svoje povjerenje, a mi ćemo se potruditi da opravdamo Vaš izbor.

065 980 367 DEJAN
Prikaži više",STAN NA DAN ISTOCNO SARAJEVO-LUKAVICA,60 KM
,,https://olx.ba/artikal/55819672?recommendation_source=homepage,Tip nekretnine Apartman | Broj soba Jednosoban (1) | Kvadratura 38 | Check in (sat) 14 | Check out (sat) 11 | Godina izgradnje 1950 do 1959 | Sprat Visoko prizemlje | Vrsta grijanja Struja | Blizina centra 200 do 300 m | Blizina apoteke 400 do 500 m | Pet friendly Ne | Zabranjeno pušenje ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 17.10.2023,"Detaljni opis
Savremeno opremljen apartman u strogom centru Banja Luke (preko puta hotela ""Bosna"").

Nudimo Vam potpunu intimnost i ugodnost. Apartman je opremljen za 3 osobe.


Wi-Fi, TV kablovska x2, kuhinja (frižider, el. šporet), veš mašina...


U apartmanu nije dozvoljeno organizovanje bilo kakvih žurki, sjedaljki,

































Prikaži više",Stan na dan (Apartman Dunja) -STROGI CENTAR- Banja Luka,50 KM
,,https://olx.ba/artikal/59642179?recommendation_source=homepage,Kvadratura 46 | Check in (sat) 14 | Check out (sat) 10 | Godina izgradnje 2020+ | Sprat 3 | Vrsta grijanja Struja | Minimalan broj noćenja 1 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina apoteke 200 do 300 m | Blizina javnog prevoza 200 do 300 m | Krevetić za bebe ✓ | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Tip nekretnine Stan | Broj soba Dvosoban (2) | Datum objave 16.03.2024,"Detaljni opis
Novogradnja, izgrađen 2024.godine.

Otkrijte privlačnost Sarajeva u apartmanu Elenora! Ovaj stan sa 1 spavaćom sobom sa bračnim krevetom, dnevnim boravkom sa sofom na razvačenje ima potpuno opremljenu kuhinju, balkon, udoban prostor za sjedenje, internet, TV sa kablovskim kanalima, Netflix. Uz obezbjeđene peškire i posteljinu, uživajte u boravku u ovom predivnom apartmanu. Pogodno smješten samo 2,5 km od Sarajevskog ratnog tunela i 9 km od Latinskog mosta, a Međunarodni aerodrom Sarajevo udaljen je samo 2 km. Doživite udobnost i rezervirajte sada za nezaboravan boravak!


- 1 spavaća soba
- 1 dnevni boravak sa sofom na razvačenje
- Kuhinja
- Balkon
- Kupatilo
- Internet, kablovska i Netflix
- Krevetac za bebu
- parking mjesto u sklopu zgrade

Cijena za 1-2 osobe: 70 KM
Cijena za tri odrasle osobe: 80 KM
Boravak sa djecom: 0-6 godina bez naknade.
Dijete od 6-15 godina: 10 KM
Cijena noćenja u periodu od 24.12 do 5.01. je 90 KM.
Tokom augusta cijena za 1-2 osobe je 80 KM


Plaćanje se vrši po ulasku u apartman.


📍 Stupska do br.8, naselje Bulevar
📲 +387 61 633 059

U krugu smještaja nalaze se brojni kafići, restorani, pubovi, Konzum, Amko, Bingo, DM, dječiji park, javni prevoz.
Prikaži više",Stan na dan Sarajevo - Bulevar sa parkingom,70 KM
,,https://olx.ba/artikal/45739258?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Trosoban (3) | Kvadratura 53 | Check in (sat) 12 | Check out (sat) 10 | Godina izgradnje 2020+ | Sprat 3 | Vrsta grijanja Struja | Pet friendly Ne | Lift ✓ | Parking ✓ | Datum objave 02.12.2021,"Detaljni opis



Kapacitet stana je 6 odraslih osoba.



Stan se sastoji od:











































Prikaži više",Stan na dan Nevena / Istočno Sarajevo / Lukavica / 066 298 750,50 KM
,,https://olx.ba/artikal/56256186?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 40 | Check in (sat) 14 | Check out (sat) 11 | Sprat 4 | Vrsta grijanja Centralno (gradsko) | Pet friendly Ne | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 31.10.2023,"Detaljni opis
Stan je nov I moderno opremljen sa svime što treba za ugodan boravak.Nalazi se na preljepoj lokaciji između restorana Stara Ada i cafe bar restorana Apetito sa obezbijedjenim parkingom učiniće da provedete vrijeme kvalitetno i opušteno uz dobru atmosferu koju pružaju ugostiteljdki objekti na dohvat ruke.A za ljubitelje kupovine u blizini se nalazi i schoping centar Delta Sity.stan je kapaciteta do 4 osobe.Sve informacije možete dobiti na tel.065578645.(moze viber i vacap)U stanu nisu dozvoljene proslave,zurke.",Stan na dan Banja Luka Apetito,70 KM
,,https://olx.ba/artikal/51527383?recommendation_source=homepage,Tip nekretnine Stan | Godina izgradnje 2020+ | Broj soba Jednosoban (1) | Kvadratura 40 | Sprat 6 | Klima ✓ | Lift ✓ | Parking ✓ | Pet friendly Ne | WIFI ✓ | Blizina apoteke Do 100 m | Blizina centra 900 do 1000 m | Blizina restorana 100 do 200 m | Blizina prodavnice 200 do 300 m | Check in (sat) 13 | Check out (sat) 11 | Datum objave 26.01.2023,"Detaljni opis
Kontakt telefon 065/894-253

🏢 Apartman Infinity nalazi se u Bulevaru Stepe Stepanovića 61, stambeno poslovni kompleks Casa Mia.

🛋🛏🛁 Stan je potpuno nov i nalazi se u nedavno izgradjenoj zgradi. Strukturu stana čine: dnevni boravak, odvojena spavaća soba, kuhinja, hodnik i kupatilo. 
➡️🅿️ Gostima je na raspolaganju besplatno garažno mjesto koje se nalazi u podzemnoj garaži
zgrade. 
🧰Stan je registrovan u turistickoj organizaciji i postoji mogucnost izdavanja fakture za firme.

Cijena dnevnog boravka u periodu od 12:30h do 17h je 50KM.

Cijena noćenja za jednu i dvije osobe radnim danima je 60KM, vikendom 80KM.

Cijena nocenja za tri osobe radnim danima je 80KM, vikendom 90KM.

Cijena nocenja radnim danima za 4 osobe je 90KM, vikendom 110KM.

Zadrzava se pravo promjene cijena za odredjen period.

Kontakt telefon 065/894-253.

ŽURKE I OKUPLJANJA SU STORO ZABRANJENI!!!
Prikaži više",Stan na dan Banja Luka sa garazom 065/894-253,50 KM
,,https://olx.ba/artikal/65164719?recommendation_source=homepage,Godina izgradnje 2020+ | Sprat 4 | Vrsta grijanja Centralno (gradsko) | Minimalan broj noćenja 1 | Blizina prodavnice 100 do 200 m | Blizina restorana Do 100 m | Blizina centra Preko 1000 m | Blizina apoteke 400 do 500 m | Blizina javnog prevoza Do 100 m | Pet friendly Ne | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 43 | Check in (sat) 14 | Check out (sat) 11 | Datum objave 02.12.2024,"Detaljni opis
Stan se nalazi u mirnom dijelu gradu u kojem imate sve sto je potrebno za odmor provod rekreaciju a par minuta autom vas djeli od centra grada i gradske guzve.Stan je opremljrn sasvim sto vam je potrebno do ste na odmoru kapacitet stana je do 4 osobe(5ako su manja djeca).Ispred zgrade ima parking koji je brsplatan.Proslave  nisu dozvoljene,placane se vrsi pri ulasku u stan.Cijena je za dve osobe svaka sledeca osoba se doplacije po dogovoru zavisi od starosti ,broja nocenja ,itd.Sve ostale informacije na brojeve telefona 038765578645 i 0038765895706 moze i viber I vacap.",Stan na dan Banja Luka Appetito 2,70 KM
,,https://olx.ba/artikal/47936635?recommendation_source=homepage,Tip nekretnine Stan | Kvadratura 40 | Broj soba Jednosoban (1) | Sprat 4 | Godina izgradnje 2015+ | Vrsta grijanja Centralno (gradsko) | Lift ✓ | Parking ✓ | Klima ✓ | Pet friendly Ne | Check in (sat) 12 | Check out (sat) 11 | Datum objave 01.05.2022,"Detaljni opis
Apartman se nalazi u centru grada u blizini zgrade MUP-a, u neposrednoj blizini tvrdjave Kastel.
Udaljenost od trga 400 m.

Stan posjeduje:
1 sobu sa bračnim krevetom i prostorom za odlaganje.
Potpuno opremljenu kuhinju ( rerna, ploča, frižider, komplet posudje i pribor za jelo).
Kupatilo (tuš kabina, veš mašina, fen,peglu, peškiri i pribor za higijenu).
Dnevni boravak,trpezarija i balkon.
Stan posjeduje klimu, centralno grijanje, wifi, kablovsku tv.
Stan se nalazi na 4. spratu zgrade koja posjeduje lift.
Posjeduje parking mjestu u garazi.

Cijena boravka u stanu:
-dnevni odmor 30 KM(do 18h)
-noćenje do 2 osobe 60 KM
-noćenje vikendom 70 KM
-boravak za više od 2 osobe po dogovoru

-ulazak u apartman od 13h
-izlazak iduci,poslednji dan do 11h
-iznos za koristenje stana placa se po ulasku u stan.
-ZABRANA PROSLAVA, ŽURKI, ROĐENDANA,OBAVEZNO PRIDRŽAVANJE KUĆNOG REDA!

Sve informacije na broj: 066-319-057 (viber,whatsapp,SMS,poziv)

DOBRO NAM DOŠLI!!!🙂
Prikaži više",Stan na dan Banja Luka Centar 066-319-057,30 KM
,,https://olx.ba/artikal/65585774?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 45 | Check in (sat) 15 | Check out (sat) 11 | Vrsta grijanja Centralno (gradsko) | Sprat 1 | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 25.12.2024,"Detaljni opis
IZDAJE SE:

Apartment Industry


Ako uzivate u ambijentu industrijskog stila na pravoj ste adresi


Apartman je namjenjen za Max 4 osobe.






































Prikaži više",Stan na dan Banja Luka,60 KM
,,https://olx.ba/artikal/45748154?recommendation_source=homepage,Broj soba Dvosoban (2) | Parking ✓ | Klima ✓ | Tip nekretnine Apartman | Kvadratura 60 | Sprat 1 | Vrsta grijanja Centralno (gradsko) | Lift ✓ | Check in (sat) 12 | Check out (sat) 12 | Datum objave 03.12.2021,"Detaljni opis
Izdaje se apartman *Stan na dan * u ulici Bulevar srpske vojske 27 , preko puta tržnog centra Delta siti .
Stan se nalazi na prvom spratu potpuno nove zgrade . Opremljen je sa novim namještajem , posuđem , posteljinom  , peškirima te sve sto treba da posjeduje jedan moderan i funkcionalan  stan , WiFi , kablovsku , centralno grijanje!
Gosti imaju izbor parkinga ispred zgrade te podzemni parking.
Cijena dnevnog boravka je 50 KM.
Radnim danom 60 KM.
Vikend 70 KM.
Za boravak više dana dajemo popust!!!
U stanu su strogo zabranjene proslave , žurke te se dnevni red mora poštovati !
Higijena je na vrlo visokom nivou , uz redovnu dezinfekciju prostorija !!!
Radujemo se Vašem dolasku i želimo ugodan boravak u Banjaluci !
Vas A + apartman !!!
Kontakt telefon 066025551 !!!
Prikaži više",STAN NA DAN Banja Luka Apartman A + Kontakt - 066025551,60 KM
,,https://olx.ba/artikal/43596870?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 40 | Check in (sat) 14 | Check out (sat) 11 | Godina izgradnje 2020+ | Sprat Visoko prizemlje | Vrsta grijanja Struja | Blizina prodavnice Do 100 m | Blizina centra 900 do 1000 m | Blizina apoteke 100 do 200 m | Blizina javnog prevoza Do 100 m | Zabranjeno pušenje ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 21.06.2021,"Detaljni opis
Stan se nalazi u podnozju Starcevice u blizini Rebrovackog mosta u novoj zgradi. Potpunosti namjesten, sastoji se iz:
  * dnevnog boravka 
  * kuhinje
  * trpezarije
  * spavace sobe
  * terase
  * kupatila

(Garazno parking mjesto)






Ulazak u apartman od 14h, izlazak do 11h naredni dan.









Prikaži više",Stan na dan Banja Luka 066 694 694,60 KM
,,https://olx.ba/artikal/66287887?recommendation_source=homepage,Tip nekretnine Apartman | Broj soba Dvosoban (2) | Kvadratura 48 | Check in (sat) 16 | Check out (sat) 11 | Datum objave 03.02.2025,"Detaljni opis
Kontakt: 061 104 544 - Viber, WhatsApp

TOP LOKACIJA, TOP CIJENA, KOD HOTELA RADON PLAZA, STUP.

TIBRA 1, IZA HIFINE PUMPE NA STUPU.

STAN SE SASTOJI OD PAVAĆE SOBE, DNEVNOG BORAVKA, KUPATILA, KUHINJE , TRPEZARIJE..

NOĆENJE ZA 1-2 OSOBE 60 KM, svaka sljedeća osoba 20km.

BORAVAK 1-3 SATA 30KM (1-2 osobe).
4 sata boravka 40km.
5-6 sati boravka 50km.

KLIMA U STANU.
Boravak 24h PO DOGOVORU .

Kapacitet stana 4 osobe, po potrebi 5-6 osoba (dva madraca Aloe San ).

DVOSOBAN STAN NA DAN, STUP, SARAJEVO, NOVOGRADNJA, SAMO 5 minuta do AERODROMA.

ULAZAK U APARTMAN ZA NOĆENJE POSLIJE 16h ILI PO DOGOVORU.
IZLAZAK IZ APARTMANA NAJKASNIJE DO 11h.

MOGUĆNOST RENTANJA AUTA.. RENT A CAR .

- Stan full namješten, uredan i čist. Uvijek čista posteljina, peškiri, gelovi za tuširanje.
- Balkon.
- Parking free.
- Poseban specijalni  nadmadrac sa memorijskom pjenom ugodan za odmor i spavanje.
- KLIMA.
- WiFi internet, dostupan.
- kablovska TV dostupno.
- veš mašina dostupno.
- kuhalo za vodu, pegla,  fen za kosu.
- topli napitci, kafa, čaj dostupno.

Dr.Silve Rizvanbegovic, Stup, Sarajevo.

Kontakt, 061 104 544- Viber, whatsApp.
Prikaži više","Stan na dan / STUP, EXTRA LOKACIJA KOD HOTELA RADON PLAZA, TIBRA",60 KM
,,https://olx.ba/artikal/45481774?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 53 | Sprat 4 | Vrsta grijanja Centralno (gradsko) | Godina izgradnje 2010+ | Klima ✓ | Lift ✓ | Parking ✓ | Pet friendly Ne | Check in (sat) 12 | Check out (sat) 11 | Blizina prodavnice Do 100 m | Blizina restorana 100 do 200 m | Blizina centra 900 do 1000 m | Blizina apoteke 100 do 200 m | Blizina javnog prevoza Do 100 m | WIFI ✓ | Datum objave 15.11.2021,"Detaljni opis
Prostran, dvosoban, namjesten stan povrsine 53 m2 koji se nalazi na 4. spratu od ukupno 10 spratova u zgradi sa dva lifta u Tibri 1, naselju Stup, Opcina Ilidza. U neposrednoj blizini zgrade se nalaze supermarket, caffe bar, tramvajska stanica, Mc Donalds, Avazov toranj, kao i ostali sadrzaji koji su karakteristicni za ovaj dio grada.

Stan se sastoji od ulaznog hodnika, ostave, kupatila, trpezarije, kuhinje, spavace sobe i balkona. Renoviran i jos neuseljen, stan je kompletan nov i preuredjen. Namjestaj je stilski visokokvalitetnog materijala.

Cijene boravka u stanu:

   - dnevni odmor do 3 sata 40 KM 

  - noćenje do 2 osobe:

           60 KM - radni dan

- petak subota 70KM

  - boravak - za svaku sledeću osobu 10 KM

-Kapacitet 5 osoba

- Ulazak u stan od 12h.

- Izlazak iz stana do 11h.

-Boravak od 24h po dogovoru

-Praznicima cijena po dogovoru

Stan je orijentisan tako da gleda na glavnu saobracajnicu i parking. 

      
      NAPOMENA:

U slučaju eventualno nastale štete za vrijeme vašeg boravka, istu ste dužni odmah prijaviti te po potrebi snositi troškove sanacije. Prilikom odjave apartman predajete u ispravnom stanju, kako ste ga i primili.

            DOBRO NAM DOSLI


           ZVATI NA BR 061 295 755
Prikaži više",Stan Na Dan Sarajevo Stup Tibra 1 061 295 755,40 KM
